session_id,target
1,0.0022189997667574355
2,2.518887597256858e-09
3,6.1599104506639165e-09
4,1.3226425031905506e-08
5,2.7290864109896523e-05
6,0.0001511767219272719
7,0.00044236900488475213
8,0.00010124778695133687
9,0.0007768909845005473
10,0.10509116174644947
11,2.3798630792991e-05
12,9.553187247064761e-05
13,0.00028652592232773425
14,0.3589608855090247
15,3.470979129164507e-05
16,0.0038313988574144365
17,0.015397630480511144
18,2.8335409091151663e-05
19,0.0007842993950065817
20,1.1894164397411776e-07
21,0.06461023647108556
22,6.363823222212301e-08
23,2.9089480999618603e-05
24,0.0003366536259345094
25,0.07080471180419146
26,2.270677802920408e-09
27,0.0005339115587922126
28,2.1339669841449635e-07
29,0.014134276026032183
30,5.522589811329899e-05
31,0.014113080973256488
32,0.04526340831424606
33,0.0005508472852928926
34,6.789390019412094e-08
35,0.014341359127251513
36,0.00033225377831445614
37,6.747929913951093e-09
38,8.106124925080697e-09
39,5.522589811329899e-05
40,2.5387542751869133e-05
41,0.0003970158148842438
42,0.0012786885450117391
43,1.6095606795085408e-06
44,1.4018526689936045e-05
45,0.2396678551006649
46,5.286795583012766e-06
47,0.008975788700624158
48,0.0006108220241602745
49,2.4469821073943498e-05
50,7.637417938430586e-06
51,6.466442026510933e-08
52,5.872179716161853e-06
53,0.037335668586398536
54,5.7894953999527343e-05
55,5.084375395326367e-06
56,0.001853433068483984
57,7.74705844206247e-07
58,1.101959041124452e-05
59,6.986568958944368e-06
60,5.253169044334067e-06
61,6.030422268223674e-06
62,0.0012781497491687937
63,6.476078582882713e-06
64,2.8502758952826847e-05
65,3.1619848988733253e-06
66,6.472571247330672e-08
67,0.00018031874480456872
68,0.000143067536362232
69,0.09098504120724056
70,0.00010745360205095369
71,0.00015922876751763585
72,6.986568958944368e-06
73,0.029967681161203873
74,2.518887597256858e-09
75,3.198275250415292e-05
76,0.00032203197926329894
77,0.00013425432647290342
78,0.001422874288988192
79,5.747192975006801e-06
80,0.00012342117610859607
81,1.7964546165187925e-05
82,2.9077808771183942e-05
83,2.4541372522438782e-08
84,0.2585066968982868
85,9.34085771485952e-06
86,2.931187357738115e-07
87,0.001047732302142611
88,0.0006443895037155033
89,0.000236343096679541
90,0.01748610162489093
91,0.00011242076005751581
92,8.399506804138629e-06
93,0.03333485115232127
94,0.0007731388139821598
95,0.03985284569144095
96,1.625711138951136e-08
97,8.647245783681298e-05
98,5.2761649605999274e-05
99,1.666002384620569e-05
100,8.744323675318926e-05
101,0.0004354480633057775
102,0.07212406859863696
103,0.002274242454646671
104,0.002106185696959658
